sn,neg,neu,pos,compound
11494,0,0.822,0.178,0.5984
11495,0,0.926,0.074,0.25
11496,0,0.778,0.222,0.5719
11496,0,1,0,0
11497,0,0.782,0.218,0.6486
11498,0.211,0.789,0,-0.539
11499,0,1,0,0
11499,0.134,0.866,0,-0.3875
11500,0,1,0,0
11500,0,0.92,0.08,0.0762
11500,0,0.513,0.487,0.5859
11501,0,1,0,0
11502,0,1,0,0
11503,0,0.863,0.137,0.4019
11504,0,0.867,0.133,0.4449
11505,0,0.707,0.293,0.4404
11505,0,0.81,0.19,0.2755
11505,0,0.316,0.684,0.7579
11506,0,0.68,0.32,0.5095
11506,0,0.638,0.362,0.5267
11507,0,0.73,0.27,0.5719
11507,0,0.299,0.701,0.5719
11507,0,1,0,0
11507,0,0.58,0.42,0.4404
11508,0,1,0,0
11508,0,0,0,0
11509,0.064,0.72,0.216,0.5859
11510,0,1,0,0
11511,0,0.889,0.111,0.3612
11511,0,1,0,0
11512,0,1,0,0
11513,0,1,0,0
11513,0.714,0.286,0,-0.3612
11514,0,1,0,0
11515,0,0.614,0.386,0.5267
11515,0,0.884,0.116,0.1477
11516,0.133,0.752,0.115,-0.119
11516,0,1,0,0
11517,0,1,0,0
11518,0.145,0.694,0.162,0.0772
11518,0.412,0.588,0,-0.5423
11519,0,0.809,0.191,0.5106
11520,0.173,0.827,0,-0.3182
11520,0,1,0,0
11521,0,1,0,0
11522,0,0.791,0.209,0.4404
11522,0,0,0,0
11523,0,1,0,0
11524,0,0.783,0.217,0.3612
11524,0.306,0.694,0,-0.296
11524,0.516,0.484,0,-0.4939
11525,0,0.779,0.221,0.5478
11526,0.167,0.833,0,-0.5574
11527,0,0.822,0.178,0.5984
11528,0,0.707,0.293,0.4404
11528,0,0.81,0.19,0.2755
11528,0,0.316,0.684,0.7579
11529,0,0.256,0.744,0.4404
11529,0.778,0.222,0,-0.5423
11529,0,1,0,0
11530,0.156,0.844,0,-0.34
11531,0,0.707,0.293,0.4404
11531,0,0.81,0.19,0.2755
11531,0,0.316,0.684,0.7579
11532,0,0.829,0.171,0.6523
11533,0,0.703,0.297,0.5859
11533,0,0.678,0.322,0.5859
11533,0,1,0,0
11533,0,0,1,0.5423
11534,0,1,0,0
11535,0,1,0,0
11535,0,0.62,0.38,0.5994
11536,0,0.707,0.293,0.4404
11536,0,0.81,0.19,0.2755
11536,0,0.316,0.684,0.7579
11537,0,0.862,0.138,0.2695
11537,0,1,0,0
11538,0.105,0.895,0,-0.4019
11539,0,0.734,0.266,0.4404
11540,0,1,0,0
11540,0,0.62,0.38,0.5994
11541,0.169,0.831,0,-0.3919
11542,0,0.826,0.174,0.6369
11543,0.119,0.575,0.307,0.7096
11543,0.115,0.481,0.404,0.6124
11544,0,1,0,0
11544,0,0.62,0.38,0.5994
11545,0.11,0.772,0.118,0.0516
11546,0,1,0,0
11546,0,0.62,0.38,0.5994
11547,0,0.68,0.32,0.5095
11547,0,0.638,0.362,0.5267
11548,0,1,0,0
11548,0,0.62,0.38,0.5994
11549,0.256,0.744,0,-0.6318
11550,0.178,0.756,0.066,-0.5299
11551,0,1,0,0
11551,0.168,0.559,0.274,0.2263
11552,0,0.847,0.153,0.4019
11553,0,0.791,0.209,0.4404
11553,0,1,0,0
11553,0,0.256,0.744,0.4404
11554,0,1,0,0
11554,0.412,0.588,0,-0.5423
11555,0.082,0.918,0,-0.0191
11555,0.239,0.761,0,-0.296
11555,0,1,0,0
11556,0.24,0.599,0.162,-0.0772
11556,0,1,0,0
11557,0,0.853,0.147,0.4449
11558,0.097,0.903,0,-0.0191
11558,0.239,0.761,0,-0.296
11558,0,0.546,0.454,0.1695
11559,0,1,0,0
11559,0.438,0.562,0,-0.5994
11560,0,1,0,0
11560,0,0.787,0.213,0.4019
11561,0,0.822,0.178,0.5984
11562,0,0.847,0.153,0.4404
11562,0.606,0.394,0,-0.4717
11563,0,0.891,0.109,0.4019
11564,0,0.891,0.109,0.4019
11565,0,1,0,0
11565,0.361,0.164,0.475,0.1779
11566,0,0.879,0.121,0.4404
11567,0,0.541,0.459,0.5256
11567,0.143,0.857,0,-0.3612
11568,0,0.822,0.178,0.5984
11569,0.085,0.769,0.146,0.3818
11570,0,1,0,0
11571,0.072,0.623,0.305,0.7964
11572,0.26,0.74,0,-0.2755
11572,0,1,0,0
11573,0,0.872,0.128,0.4215
11574,0,1,0,0
11574,0.524,0.476,0,-0.296
11574,0,0.278,0.722,0.3818
11574,0.233,0.625,0.142,-0.5149
11575,0.14,0.607,0.252,0.34
11576,0,0.787,0.213,0.5859
11576,0,1,0,0
11577,0.118,0.882,0,-0.25
11578,0,1,0,0
11579,0,0.926,0.074,0.25
11580,0,1,0,0
11580,0,0.147,0.853,0.7003
11580,0,0.597,0.403,0.4019
11580,0,0.426,0.574,0.4019
11581,0.227,0.581,0.192,-0.1531
11582,0.074,0.926,0,-0.1531
11582,0,1,0,0
11583,0,0.822,0.178,0.5984
11584,0,1,0,0
11585,0,1,0,0
11585,0,0.822,0.178,0.0772
11586,0.26,0.74,0,-0.2755
11586,0,1,0,0
11587,0,1,0,0
11587,0.137,0.863,0,-0.4341
11588,0.124,0.876,0,-0.3412
11589,0.096,0.78,0.124,0.1531
11590,0.251,0.583,0.166,-0.2259
11591,0,0.587,0.413,0.6034
11591,0,1,0,0
11592,0,1,0,0
11592,0,0.723,0.277,0.3182
11593,0,0.833,0.167,0.4939
11593,0,1,0,0
11594,0.128,0.872,0,-0.4466
11595,0,0.826,0.174,0.2732
11595,0.209,0.791,0,-0.4404
11596,0,0.741,0.259,0.2732
11596,0.213,0.787,0,-0.5859
11597,0,1,0,0
11597,0,0.213,0.787,0.5719
11597,0,0.444,0.556,0.3612
11598,0,1,0,0
11599,0,1,0,0
11600,0,0.814,0.186,0.4939
11600,0,1,0,0
11601,0.119,0.693,0.188,0.404
11601,0,0,0,0
11602,0.109,0.599,0.292,0.7351
11602,0,1,0,0
11603,0,0.334,0.666,0.6114
11603,0,0.849,0.151,0.5255
11603,0.577,0.423,0,-0.6239
11604,0,0.656,0.344,0.2732
11604,0.213,0.787,0,-0.5859
11605,0.109,0.673,0.218,0.5267
11606,0,0.771,0.229,0.7795
11607,0,1,0,0
11607,0.313,0.687,0,-0.6249
11608,0.355,0.645,0,-0.5267
11608,0.121,0.744,0.135,0.0772
11609,0.137,0.863,0,-0.5411
11609,0,1,0,0
11610,0.139,0.606,0.255,0.4019
11611,0.14,0.607,0.252,0.34
11612,0,0.787,0.213,0.5859
11612,0,1,0,0
11613,0,0.435,0.565,0.0772
11613,0.171,0.652,0.177,0.0397
11614,0.119,0.58,0.3,0.5106
11615,0,0.872,0.128,0.4215
11616,0,0.872,0.128,0.4215
11616,0,1,0,0
11617,0.14,0.607,0.252,0.34
11618,0,1,0,0
11618,0.301,0.486,0.212,-0.2302
11619,0.225,0.775,0,-0.4939
11619,0,0.476,0.524,0.5267
11620,0.14,0.607,0.252,0.34
11621,0.345,0.655,0,-0.2755
11621,0,1,0,0
11622,0,1,0,0
11622,0.301,0.486,0.212,-0.2302
11623,0,0.919,0.081,0.1501
11623,0,1,0,0
11624,0,1,0,0
11625,0.1,0.571,0.329,0.7906
11626,0,0.801,0.199,0.4995
11627,0,1,0,0
11627,0,0.698,0.302,0.0772
11628,0.28,0.72,0,-0.765
11629,0,1,0,0
11629,0.438,0.562,0,-0.5994
11630,0.075,0.485,0.44,0.93
11631,0,1,0,0
11632,0,1,0,0
11632,0.438,0.562,0,-0.5994
11633,0.238,0.762,0,-0.6828
11634,0.355,0.645,0,-0.5267
11634,0.121,0.744,0.135,0.0772
11635,0.355,0.645,0,-0.5267
11635,0.121,0.744,0.135,0.0772
11636,0.423,0.577,0,-0.5267
11636,0.111,0.766,0.123,0.0772
11637,0.186,0.682,0.132,-0.296
11637,0,1,0,0
11638,0.28,0.72,0,-0.5667
11639,0.272,0.643,0.085,-0.7601
11640,0,0.787,0.213,0.5859
11640,0,1,0,0
11641,0,0.787,0.213,0.5859
11641,0,1,0,0
11642,0,1,0,0
11643,0,1,0,0
11643,0.438,0.562,0,-0.5994
11644,0,1,0,0
11644,0,0.678,0.322,0.5859
11645,0,1,0,0
11646,0,0.707,0.293,0.4404
11646,0,0.81,0.19,0.2755
11646,0,0.316,0.684,0.7579
11647,0,0.787,0.213,0.5859
11647,0,1,0,0
11648,0,1,0,0
11648,0,0.783,0.217,0.3612
11649,0,0.787,0.213,0.5859
11649,0,1,0,0
11650,0.212,0.606,0.182,-0.2263
11651,0,1,0,0
11652,0,1,0,0
11653,0,0.806,0.194,0.6249
11654,0,0.872,0.128,0.4215
11655,0.074,0.926,0,-0.1901
11656,0.122,0.669,0.209,0.296
11657,0,0.787,0.213,0.5859
11657,0,1,0,0
11658,0.182,0.818,0,-0.4164
11659,0,1,0,0
11659,0.457,0.543,0,-0.6369
11659,0.138,0.522,0.34,0.5722
11660,0,0.68,0.32,0.5095
11660,0,0.638,0.362,0.5267
11661,0,1,0,0
11662,0.182,0.818,0,-0.4164
11663,0,1,0,0
11664,0,1,0,0
11665,0.075,0.485,0.44,0.93
11666,0,0.787,0.213,0.5859
11666,0,1,0,0
11667,0.143,0.653,0.204,0.128
11668,0,1,0,0
11669,0.118,0.802,0.08,-0.2342
11670,0,0.822,0.178,0.5984
11671,0.118,0.802,0.08,-0.2342
11672,0,1,0,0
11673,0,1,0,0
11674,0,1,0,0
11675,0.156,0.844,0,-0.3412
11676,0,1,0,0
11677,0,0.686,0.314,0.4939
11677,0,1,0,0
11677,0.524,0.476,0,-0.296
11678,0.122,0.669,0.209,0.296
11679,0,0.787,0.213,0.5859
11679,0,1,0,0
11680,0.386,0.58,0.033,-0.9343
11681,0,0.878,0.122,0.4199
11682,0.182,0.818,0,-0.4164
11683,0,0,0,0
11683,0.313,0.687,0,-0.6249
11683,0,1,0,0
11684,0,0.787,0.213,0.5859
11684,0,1,0,0
11685,0,0.878,0.122,0.4199
11686,0,0.787,0.213,0.5859
11686,0,1,0,0
11687,0,0,0,0
11687,0.076,0.924,0,-0.1027
11687,0,1,0,0
11688,0.182,0.818,0,-0.4164
11689,0,0.575,0.425,0.8225
11690,0,1,0,0
11691,0.118,0.882,0,-0.1877
11691,0,1,0,0
11692,0,1,0,0
11693,0,0.787,0.213,0.5859
11693,0,1,0,0
11694,0.118,0.882,0,-0.1877
11694,0,1,0,0
11695,0.118,0.802,0.08,-0.2342
11696,0,1,0,0
11697,0.109,0.673,0.218,0.5267
11698,0.251,0.554,0.196,-0.3612
11699,0,0.759,0.241,0.5859
11699,0,1,0,0
11700,0,1,0,0
11701,0.251,0.749,0,-0.5719
11701,0,1,0,0
11701,1,0,0,-0.3182
11702,0,0.926,0.074,0.25
11703,0.251,0.749,0,-0.5719
11703,0,1,0,0
11703,1,0,0,-0.3182
11704,0.118,0.882,0,-0.1877
11704,0,1,0,0
11705,0,0.728,0.272,0.4576
11706,0.118,0.802,0.08,-0.2342
11707,0.179,0.821,0,-0.3412
11708,0,1,0,0
11709,0.169,0.514,0.317,0.3168
11709,0.239,0.761,0,-0.296
11709,0,1,0,0
11710,0,1,0,0
11710,0.438,0.562,0,-0.5994
11711,0.148,0.605,0.247,0.2057
11711,0,0.667,0.333,0.7184
11711,0,1,0,0
11712,0,0.866,0.134,0.4199
11713,0,0.854,0.146,0.4404
11713,0,1,0,0
11714,0,0.854,0.146,0.4404
11714,0.368,0.632,0,-0.5423
11715,0.182,0.818,0,-0.4164
11716,0,1,0,0
11717,0,0.707,0.293,0.4404
11717,0,0.81,0.19,0.2755
11717,0,0.316,0.684,0.7579
11718,0,0.313,0.688,0.296
11718,0,0.61,0.39,0.4939
11718,0.186,0.814,0,-0.4939
11719,0,1,0,0
11719,0,0.715,0.285,0.4926
11719,0,0,1,0.4215
11720,0.251,0.749,0,-0.5719
11720,0,1,0,0
11720,1,0,0,-0.3182
11721,0,0.625,0.375,0.7184
11721,0,1,0,0
11722,0.109,0.673,0.218,0.5267
11723,0.182,0.818,0,-0.4164
11724,0.189,0.811,0,-0.1027
11724,0,1,0,0
11724,0,0.567,0.433,0.6249
11725,0,1,0,0
11726,0,1,0,0
11727,0,1,0,0
11728,0.182,0.818,0,-0.4164
11729,0,1,0,0
11730,0.121,0.879,0,-0.4404
11731,0,1,0,0
11732,0,1,0,0
11732,0.438,0.562,0,-0.5994
11733,0,1,0,0
11734,0.122,0.878,0,-0.3903
11734,0.345,0.655,0,-0.3875
11735,0,0.73,0.27,0.5859
11735,0,0.455,0.545,0.5859
11736,0,1,0,0
11737,0.109,0.673,0.218,0.5267
11738,0.109,0.673,0.218,0.5267
11739,0,1,0,0
11740,0.201,0.799,0,-0.4164
11740,0,1,0,0
11741,0,1,0,0
11741,0,0.857,0.143,0.3612
11741,0.362,0.638,0,-0.1779
11742,0.251,0.749,0,-0.5719
11742,0,1,0,0
11742,1,0,0,-0.3182
11743,0,0.714,0.286,0.5859
11743,0,0.455,0.545,0.5859
11744,0,0.891,0.109,0.4019
11745,0,0.832,0.168,0.2075
11745,0,1,0,0
11745,0,0,0,0
11746,0.251,0.749,0,-0.5719
11746,0,1,0,0
11746,1,0,0,-0.3182
11747,0.123,0.76,0.117,-0.0258
11747,0,0.763,0.237,0.4215
11748,0.109,0.673,0.218,0.5267
11749,0,0,0,0
11749,0,1,0,0
11749,0.145,0.855,0,-0.296
11749,0,0.426,0.574,0.4019
11750,0,0.926,0.074,0.25
11751,0,0,0,0
11751,0,0.857,0.143,0.3612
11751,0.505,0.495,0,-0.6249
11752,0,1,0,0
11752,0.273,0.497,0.23,-0.1779
11753,0,0.756,0.244,0.7003
11754,0,0.758,0.242,0.4926
11754,0,1,0,0
11755,0,0.725,0.275,0.5859
11755,0,1,0,0
11756,0,1,0,0
11757,0,0.676,0.324,0.5859
11757,0,0.455,0.545,0.5859
11758,0,1,0,0
11759,0.121,0.78,0.099,-0.1406
11759,0,1,0,0
11760,0,0.707,0.293,0.4404
11760,0,0.81,0.19,0.2755
11760,0,0.316,0.684,0.7579
11761,0.14,0.607,0.252,0.34
11762,0.118,0.882,0,-0.1877
11762,0,1,0,0
11763,0,0.707,0.293,0.4404
11763,0,0.81,0.19,0.2755
11763,0,0.316,0.684,0.7579
11764,0,0.891,0.109,0.4019
11765,0,0.891,0.109,0.4019
11766,0.118,0.802,0.08,-0.2342
11767,0,1,0,0
11768,0,0.872,0.128,0.4215
11769,0,1,0,0
11770,0,1,0,0
11770,0,0.725,0.275,0.6486
11771,0.118,0.882,0,-0.1877
11771,0,1,0,0
11772,0.185,0.588,0.227,0.128
11772,0.228,0.617,0.154,-0.296
11773,0,0.926,0.074,0.25
11774,0,1,0,0
11775,0.14,0.607,0.252,0.34
11776,0,0.926,0.074,0.25
11777,0,1,0,0
11778,0,1,0,0
11779,0.14,0.607,0.252,0.34
11780,0,1,0,0
11781,0.118,0.802,0.08,-0.2342
11782,0,1,0,0
11783,0,1,0,0
11784,0,1,0,0
11785,0,0.774,0.226,0.5859
11786,0,0,0,0
11786,0,0.746,0.254,0.8176
11786,1,0,0,-0.4767
11786,0,1,0,0
11787,0,0.758,0.242,0.4926
11787,0,1,0,0
11788,0,1,0,0
11789,0,1,0,0
11790,0,1,0,0
11791,0,0.878,0.122,0.4939
11792,0.339,0.661,0,-0.6249
11792,0.191,0.809,0,-0.3804
11792,0,1,0,0
11793,0,1,0,0
11794,0,1,0,0
11795,0,0.835,0.165,0.4144
11796,0.406,0.594,0,-0.6249
11796,0.191,0.809,0,-0.3804
11796,0.355,0.645,0,-0.296
11797,0.118,0.802,0.08,-0.2342
11798,0,1,0,0
11799,0,1,0,0
11800,0.118,0.882,0,-0.1877
11800,0,1,0,0
11801,0,0.707,0.293,0.4404
11801,0,0.81,0.19,0.2755
11801,0,0.316,0.684,0.7579
11802,0,0.891,0.109,0.4019
11803,0,1,0,0
11803,0,0,1,0.0258
11804,0.118,0.882,0,-0.1877
11804,0,1,0,0
11805,0,1,0,0
11806,0,1,0,0
11807,0,0.762,0.238,0.6124
11808,0,1,0,0
11809,0,1,0,0
11810,0.184,0.816,0,-0.6336
11811,0.119,0.575,0.307,0.7096
11811,0.115,0.481,0.404,0.6124
11812,0,1,0,0
11813,0,0.786,0.214,0.5994
11814,0.112,0.538,0.35,0.5946
11815,0.151,0.68,0.17,0.1007
11815,0,1,0,0
11815,0.417,0.583,0,-0.6486
11816,0,1,0,0
11816,0,0.621,0.379,0.6705
11816,0.395,0.605,0,-0.3851
11817,0.156,0.844,0,-0.3412
11818,0.146,0.854,0,-0.4717
11818,0,1,0,0
11819,0,1,0,0
11819,0.494,0.506,0,-0.5994
11820,0,0.726,0.274,0.5994
11821,0,1,0,0
11822,0.714,0.286,0,-0.3612
11822,0.291,0.709,0,-0.5719
11822,0,0.783,0.217,0.3612
11823,0,1,0,0
11823,0.207,0.657,0.136,-0.3612
11824,0,1,0,0
11825,0,1,0,0
11826,0,0.625,0.375,0.7184
11826,0,1,0,0
11827,0.092,0.908,0,-0.0572
11828,0,1,0,0
11829,0.213,0.622,0.164,-0.3769
11830,0,1,0,0
11831,0,0.707,0.293,0.4404
11831,0,0.81,0.19,0.2755
11831,0,0.316,0.684,0.7579
11832,0,1,0,0
11833,0,1,0,0
11834,0.125,0.776,0.099,-0.1531
11835,0,0.707,0.293,0.4404
11835,0,0.81,0.19,0.2755
11835,0,0.316,0.684,0.7579
11836,0,1,0,0
11837,0,0.633,0.367,0.7003
11837,0.306,0.694,0,-0.296
11837,0,1,0,0
11838,0,1,0,0
11839,0,1,0,0
11840,0.119,0.575,0.307,0.7096
11840,0.115,0.481,0.404,0.6124
11841,0.109,0.891,0,-0.0572
11842,0,1,0,0
11843,0,0.882,0.118,0.4215
11844,0,1,0,0
11845,0,0.715,0.285,0.4926
11845,0,1,0,0
11846,0.232,0.768,0,-0.3875
11846,0,1,0,0
11847,0,1,0,0
11848,0,0.707,0.293,0.4404
11848,0,0.81,0.19,0.2755
11848,0,0.316,0.684,0.7579
11849,0,1,0,0
11850,0,1,0,0
11850,0.263,0.616,0.121,-0.6652
11851,0,1,0,0
11852,0.129,0.539,0.332,0.7096
11852,0.097,0.565,0.339,0.6124
11853,0.146,0.854,0,-0.4404
11854,0,0.567,0.433,0.9147
11855,0,1,0,0
11856,0.042,0.659,0.299,0.8143
11857,0,1,0,0
11857,0.365,0.508,0.127,-0.6908
11858,0,1,0,0
11859,0,1,0,0
11860,0,1,0,0
11861,0,0.571,0.429,0.7184
11861,0.231,0.769,0,-0.4588
11862,0,1,0,0
11863,0,1,0,0
11863,0.332,0.668,0,-0.6072
11864,0.107,0.893,0,-0.34
11864,0,1,0,0
11865,0,0.926,0.074,0.25
11866,0.179,0.586,0.235,0.4215
11867,0,0.828,0.172,0.481
11867,0,1,0,0
11868,0,1,0,0
11868,0.332,0.668,0,-0.6072
11869,0,0.707,0.293,0.4404
11869,0,0.81,0.19,0.2755
11869,0,0.316,0.684,0.7579
11870,0.289,0.52,0.191,-0.1793
11870,0,1,0,0
11870,0.643,0.357,0,-0.5574
11871,0,1,0,0
11872,0,1,0,0
11873,0.121,0.879,0,-0.4404
11874,0,1,0,0
11875,0,0.828,0.172,0.481
11875,0,1,0,0
11876,0,0.926,0.074,0.25
11877,0,0.769,0.231,0.4019
11878,0.22,0.78,0,-0.4767
11878,0,1,0,0
11878,0,0,0,0
11879,0,1,0,0
11880,0,1,0,0
11880,0.714,0.286,0,-0.3612
11881,0,1,0,0
11882,0.662,0.338,0,-0.8689
11882,0,0.494,0.506,0.6239
11882,0,1,0,0
11883,0,0.926,0.074,0.25
11884,0,0.707,0.293,0.4404
11884,0,0.81,0.19,0.2755
11884,0,0.316,0.684,0.7579
11885,0,1,0,0
11886,0,1,0,0
11886,0,0.778,0.222,0.5719
11887,0.118,0.802,0.08,-0.2342
11888,0,1,0,0
11889,0,1,0,0
11890,0,1,0,0
11890,0.111,0.889,0,-0.3875
11891,0,0.828,0.172,0.481
11891,0,1,0,0
11892,0.378,0.622,0,-0.8442
11893,0.162,0.838,0,-0.4404
11894,0,1,0,0
11895,0,0.926,0.074,0.25
11896,0,1,0,0
11896,0,0.698,0.302,0.0772
11897,0,1,0,0
11898,0,1,0,0
11898,0,0.577,0.423,0.765
11899,0,1,0,0
11900,0,1,0,0
11901,0,0.891,0.109,0.4019
11902,0,1,0,0
11903,0,1,0,0
11903,0.172,0.701,0.127,-0.1779
11903,0.278,0.722,0,-0.4019
11904,0.29,0.581,0.13,-0.5562
11904,0.7,0.3,0,-0.7906
11905,0.251,0.749,0,-0.5719
11905,0,1,0,0
11905,1,0,0,-0.3182
11906,0,0.707,0.293,0.4404
11906,0,0.81,0.19,0.2755
11906,0,0.316,0.684,0.7579
11907,0,1,0,0
11907,0.314,0.686,0,-0.4939
11908,0,0.891,0.109,0.4019
11909,0.273,0.727,0,-0.4588
11909,0,0.769,0.231,0.4588
11909,0.821,0.179,0,-0.6784
11909,0,0,0,0
11910,0,1,0,0
11910,0.438,0.562,0,-0.5994
11911,0.163,0.758,0.08,-0.4939
11912,0,1,0,0
11913,0,1,0,0
11913,0.174,0.826,0,-0.2755
11914,0.118,0.802,0.08,-0.2342
11915,0,0.838,0.162,0.4404
11916,0,0.641,0.359,0.8922
11917,0,0.707,0.293,0.4404
11917,0,0.81,0.19,0.2755
11917,0,0.316,0.684,0.7579
11918,0,1,0,0
11919,0,1,0,0
11919,0,0.698,0.302,0.0772
11920,0,0,0,0
11920,0.144,0.856,0,-0.1316
11920,0,0.725,0.275,0.2263
11921,0,0.797,0.203,0.6249
11922,0,1,0,0
11923,0.608,0.392,0,-0.4767
11923,0.384,0.493,0.122,-0.6492
11923,0,1,0,0
11924,0,1,0,0
11925,0,1,0,0
11925,0,0.828,0.172,0.4404
11926,0,0.872,0.128,0.3612
11926,0,1,0,0
11927,0,1,0,0
11928,0,1,0,0
11929,0,1,0,0
11929,0,0.775,0.225,0.4404
11930,0,0.566,0.434,0.5574
11930,0.311,0.689,0,-0.3089
11930,0,1,0,0
11931,0.111,0.81,0.079,0.0644
11932,0,0.494,0.506,0.6249
11932,0,0.805,0.195,0.4404
11933,0.101,0.794,0.105,0.032
11934,0,0.939,0.061,0.0772
11935,0,1,0,0
11936,0,1,0,0
11937,0,0.926,0.074,0.25
11938,0,1,0,0
11939,0,0.92,0.08,0.25
11940,0.194,0.806,0,-0.521
11940,0,0.429,0.571,0.6114
11940,0,1,0,0
11941,0,0.733,0.267,0.7906
11942,0,1,0,0
11943,0.162,0.838,0,-0.4767
11943,0.425,0.575,0,-0.5719
11944,0.058,0.701,0.241,0.6943
11945,0,0.828,0.172,0.481
11945,0,1,0,0
11946,0,1,0,0
11947,0,1,0,0
11948,0,1,0,0
11949,0,0.926,0.074,0.25
11950,0,0.707,0.293,0.4404
11950,0,0.81,0.19,0.2755
11950,0,0.316,0.684,0.7579
11951,0,0.707,0.293,0.4404
11951,0,0.81,0.19,0.2755
11951,0,0.316,0.684,0.7579
11952,0,0.707,0.293,0.4404
11952,0,0.81,0.19,0.2755
11952,0,0.316,0.684,0.7579
11953,0,0.828,0.172,0.4404
11954,0,0.707,0.293,0.4404
11954,0,0.81,0.19,0.2755
11954,0,0.316,0.684,0.7579
11955,0,1,0,0
11956,0,1,0,0
11957,0,1,0,0
11958,0,0.8,0.2,0.3612
11958,0,0.909,0.091,0.0772
11959,0,1,0,0
11960,0,1,0,0
11961,0.113,0.671,0.216,0.4404
11962,0,0.707,0.293,0.4404
11962,0,0.81,0.19,0.2755
11962,0,0.316,0.684,0.7579
11963,0.324,0.676,0,-0.802
11964,0.217,0.653,0.13,-0.3929
11964,0,0.213,0.787,0.5719
11965,0,1,0,0
11965,0,0.698,0.302,0.0772
11966,0,1,0,0
11966,0,0.719,0.281,0.5994
11967,0.118,0.882,0,-0.1877
11967,0,1,0,0
11968,0.299,0.701,0,-0.4559
11968,0,1,0,0
11969,0,0.926,0.074,0.25
11970,0.137,0.863,0,-0.1877
11970,0,1,0,0
11971,0.128,0.872,0,-0.296
11971,0.252,0.748,0,-0.4019
11972,0,0.926,0.074,0.25
11973,0,0.815,0.185,0.3612
11973,0,1,0,0
11974,0,1,0,0
11975,0,1,0,0
11976,0.137,0.863,0,-0.5411
11976,0,1,0,0
11977,0,0.707,0.293,0.4404
11977,0,0.81,0.19,0.2755
11977,0,0.316,0.684,0.7579
11978,0,0.707,0.293,0.4404
11978,0,0.81,0.19,0.2755
11978,0,0.316,0.684,0.7579
11979,0.18,0.82,0,-0.296
11979,0,1,0,0
11980,0.137,0.863,0,-0.5411
11980,0,1,0,0
11981,0.162,0.838,0,-0.4767
11982,0,0.926,0.074,0.25
11983,0,1,0,0
11984,0,1,0,0
11985,0,0.707,0.293,0.4404
11985,0,0.81,0.19,0.2755
11985,0,0.316,0.684,0.7579
11986,0.29,0.581,0.13,-0.5562
11986,0.7,0.3,0,-0.7906
11987,0,1,0,0
11988,0,0.707,0.293,0.4404
11988,0,0.81,0.19,0.2755
11988,0,0.316,0.684,0.7579
11989,0,0.707,0.293,0.4404
11989,0,0.81,0.19,0.2755
11989,0,0.316,0.684,0.7579
11990,0.267,0.417,0.317,0.1531
11990,0,1,0,0
11991,0,0.707,0.293,0.4404
11991,0,0.81,0.19,0.2755
11991,0,0.316,0.684,0.7579
11992,0,0.633,0.367,0.4404
11992,0,0.81,0.19,0.2755
11992,0,0.316,0.684,0.7579
11992,0,1,0,0
11993,0,1,0,0
11993,0,0.426,0.574,0.4019
11993,0,0,1,0.3182
11993,0.256,0.744,0,-0.4767
11994,0,1,0,0
11994,0.535,0.465,0,-0.3182
11995,0,1,0,0
11996,0,1,0,0
11997,0,1,0,0
11998,0,0.872,0.128,0.3612
11999,0.103,0.897,0,-0.34
12000,0,0.882,0.118,0.34
12000,0.351,0.649,0,-0.4019
12001,0,1,0,0
12002,0,1,0,0
12003,0,1,0,0
12003,0.438,0.562,0,-0.5994
12004,0,0.887,0.113,0.2577
12004,0,1,0,0
12005,0.207,0.634,0.159,-0.3769
12006,0,1,0,0
12006,0.173,0.827,0,-0.3182
12007,0.093,0.818,0.089,-0.0191
12008,0.119,0.881,0,-0.3182
12008,0,1,0,0
12009,0,1,0,0
12010,0.052,0.85,0.098,0.2681
12011,0,1,0,0
12011,0.225,0.775,0,-0.4939
12012,0,0.68,0.32,0.5095
12012,0,0.638,0.362,0.5267
12013,0,1,0,0
12014,0.125,0.776,0.099,-0.1531
12015,0,1,0,0
12016,0,1,0,0
12017,0.389,0.611,0,-0.6666
12017,0.22,0.78,0,-0.3089
12018,0,1,0,0
12019,0,1,0,0
12020,0,0.942,0.058,0.0258
12020,0,1,0,0
12021,0,1,0,0
12022,0,1,0,0
12023,0,0.843,0.157,0.4215
12024,0,0.891,0.109,0.4019
12025,0,0.758,0.242,0.4341
12026,0,1,0,0
12027,0.118,0.802,0.08,-0.2342
12028,0.386,0.614,0,-0.5267
12028,0,1,0,0
12029,0,1,0,0
12030,0,1,0,0
12031,0,1,0,0
12032,0,1,0,0
12033,0.042,0.659,0.299,0.8143
12034,0,0.891,0.109,0.4019
12035,0.078,0.558,0.364,0.7717
12036,0,1,0,0
12036,0.402,0.278,0.32,-0.1511
12036,0.235,0.435,0.33,0.2732
12037,0,0.926,0.074,0.25
12038,0.25,0.75,0,-0.5667
12039,0,0.703,0.297,0.5859
12039,0,0.762,0.238,0.3612
12040,0.179,0.586,0.235,0.4215
12041,0,1,0,0
12042,0,1,0,0
12043,0.179,0.586,0.235,0.4215
12044,0,0.786,0.214,0.5994
12045,0.171,0.754,0.075,-0.5267
12045,0,0.261,0.739,0.6884
12046,0,1,0,0
12047,0.045,0.955,0,-0.0191
12048,0,1,0,0
12049,0.137,0.863,0,-0.5411
12049,0,1,0,0
12050,0,1,0,0
