sn,neg,neu,pos,compound
8120,0,1,0,0
8121,0,1,0,0
8121,0.144,0.856,0,-0.4019
8122,0,1,0,0
8123,0,1,0,0
8124,0.138,0.862,0,-0.3412
8125,0,1,0,0
8126,0,1,0,0
8127,0.184,0.816,0,-0.4019
8127,0,1,0,0
8128,0,1,0,0
8129,0,1,0,0
8130,0.157,0.843,0,-0.3818
8131,0,1,0,0
8132,0,1,0,0
8133,0.251,0.645,0.103,-0.5337
8133,0,1,0,0
8134,0,1,0,0
8135,0,1,0,0
8135,0.184,0.816,0,-0.3089
8136,0,1,0,0
8137,0,1,0,0
8138,0,1,0,0
8139,0,1,0,0
8140,0,1,0,0
8141,0,1,0,0
8142,0.242,0.409,0.349,0.4404
8142,0,0.441,0.559,0.5859
8143,0,1,0,0
8144,0.251,0.645,0.103,-0.5337
8144,0,1,0,0
8145,0.251,0.645,0.103,-0.5337
8145,0,1,0,0
8146,0,1,0,0
8147,0,1,0,0
8148,0,1,0,0
8149,0,1,0,0
8149,0.186,0.814,0,-0.1531
8150,0,1,0,0
8151,0.241,0.759,0,-0.6956
8151,0,1,0,0
8152,0,1,0,0
8153,0.188,0.812,0,-0.5719
8153,0.521,0.211,0.268,-0.3802
8153,0,0,0,0
8154,0,1,0,0
8155,0,0.787,0.213,0.4019
8155,0,0.286,0.714,0.3612
8156,0,1,0,0
8157,0,1,0,0
8158,0,0.815,0.185,0.3612
8158,0,0.725,0.275,0.5859
8158,0,1,0,0
8159,0,1,0,0
8160,0.251,0.645,0.103,-0.5337
8160,0,1,0,0
8161,0,1,0,0
8162,0,1,0,0
8163,0,1,0,0
8164,0,1,0,0
8165,0,1,0,0
8165,0.379,0.621,0,-0.7088
8165,0.303,0.569,0.128,-0.5703
8166,0,1,0,0
8167,0,0.843,0.157,0.0772
8167,0,1,0,0
8168,0.251,0.645,0.103,-0.5337
8168,0,1,0,0
8169,0,1,0,0
8170,0.444,0.556,0,-0.9042
8170,0,1,0,0
8171,0,1,0,0
8172,0.145,0.717,0.138,-0.033
8172,0,0.251,0.749,0.4574
8172,0.876,0.124,0,-0.7959
8172,0,1,0,0
8173,0,1,0,0
8174,0.125,0.769,0.106,-0.128
8175,0,1,0,0
8176,0,0.87,0.13,0.2714
8176,0,1,0,0
8177,0,1,0,0
8178,0,1,0,0
8179,0,0.833,0.167,0.5859
8180,0,1,0,0
8181,0.251,0.645,0.103,-0.5337
8181,0,1,0,0
8182,0,1,0,0
8183,0,1,0,0
8184,0.639,0.361,0,-0.6486
8184,0.211,0.789,0,-0.4939
8185,0,1,0,0
8186,0,0.438,0.562,0.9104
8186,0,0.706,0.294,0.3612
8187,0,1,0,0
8187,0.268,0.732,0,-0.296
8188,0.184,0.816,0,-0.4019
8188,0,1,0,0
8189,0,1,0,0
8190,0,1,0,0
8191,0.251,0.645,0.103,-0.5337
8191,0,1,0,0
8192,0.251,0.645,0.103,-0.5337
8192,0,1,0,0
8193,0.184,0.816,0,-0.4019
8193,0,1,0,0
8194,0.12,0.88,0,-0.4588
8195,0,0.714,0.286,0.1531
8195,0.179,0.821,0,-0.34
8195,0,0.377,0.623,0.5106
8195,0,1,0,0
8196,0,1,0,0
8196,0,0.722,0.278,0.4019
8197,0,1,0,0
8198,0,0.748,0.252,0.4019
8198,0,0.286,0.714,0.3612
8199,0,1,0,0
8200,0,1,0,0
8200,0,0.722,0.278,0.4019
8201,0,1,0,0
8202,0,1,0,0
8202,0,0.722,0.278,0.4019
8203,0,1,0,0
8204,0,0.714,0.286,0.1531
8204,0.179,0.821,0,-0.34
8204,0,0.377,0.623,0.5106
8204,0,1,0,0
8205,0,1,0,0
8205,0,0.722,0.278,0.4019
8206,0,1,0,0
8207,0,1,0,0
8208,0.383,0.617,0,-0.4779
8208,0,1,0,0
8209,0,1,0,0
8210,0,1,0,0
8211,0,1,0,0
8211,0.184,0.816,0,-0.3089
8212,0,1,0,0
8213,0,1,0,0
8214,0,1,0,0
8215,0,1,0,0
8216,0,1,0,0
8217,0,1,0,0
8218,0,1,0,0
8219,0,1,0,0
8220,0,1,0,0
8221,0,1,0,0
8222,0,0.484,0.516,0.4926
8222,0,1,0,0
8223,0,1,0,0
8224,0,1,0,0
8225,0,1,0,0
8226,0.251,0.645,0.103,-0.5337
8226,0,1,0,0
8227,0,1,0,0
8228,0,1,0,0
8229,0,1,0,0
8230,0,1,0,0
8231,0,1,0,0
8232,0,1,0,0
8233,0,0.714,0.286,0.1531
8233,0.179,0.821,0,-0.34
8233,0,0.377,0.623,0.5106
8233,0,1,0,0
8234,0,1,0,0
8235,0,0.808,0.192,0.5859
8235,0,1,0,0
8236,0,1,0,0
8237,0,1,0,0
8238,0,1,0,0
8239,0,1,0,0
8240,0,1,0,0
8241,0,1,0,0
8242,0,1,0,0
8243,0.252,0.748,0,-0.4019
8243,0,1,0,0
8244,0,1,0,0
8245,0,1,0,0
8246,0.12,0.88,0,-0.4588
8247,0,1,0,0
8248,0,1,0,0
8248,0,0.881,0.119,0.4019
8249,0,1,0,0
8250,0,1,0,0
8251,0,1,0,0
8252,0.333,0.667,0,-0.7177
8252,0.292,0.708,0,-0.4389
8253,0,1,0,0
8254,0.252,0.748,0,-0.4019
8254,0,1,0,0
8255,0.13,0.87,0,-0.2732
8255,0,1,0,0
8256,0,1,0,0
8257,0.252,0.748,0,-0.4019
8257,0,1,0,0
8258,0,1,0,0
8259,0,1,0,0
8260,0,1,0,0
8261,0,1,0,0
8261,0.144,0.856,0,-0.4019
8262,0,1,0,0
8263,0,1,0,0
8264,0,1,0,0
8265,0.252,0.748,0,-0.4019
8265,0,1,0,0
8266,0,1,0,0
8267,0,1,0,0
8268,0,1,0,0
8269,0,1,0,0
8270,0,1,0,0
8271,0,1,0,0
8272,0,1,0,0
8273,0,1,0,0
8274,0,0.767,0.233,0.7712
8275,0,0.87,0.13,0.2714
8275,0,1,0,0
8276,0.138,0.862,0,-0.3412
8277,0.32,0.68,0,-0.4149
8278,0.206,0.794,0,-0.3818
8278,0,1,0,0
8279,0,1,0,0
8280,0,1,0,0
8281,0,1,0,0
8282,0,1,0,0
8283,0.251,0.645,0.103,-0.5337
8283,0,1,0,0
8284,0.21,0.654,0.136,-0.1531
8285,0,1,0,0
8286,0,1,0,0
8287,0,1,0,0
8288,0,1,0,0
8289,0,1,0,0
8290,0,1,0,0
8291,0,1,0,0
8291,0.231,0.769,0,-0.2732
8291,0,0.251,0.749,0.4574
8291,0,0,0,0
8292,0,1,0,0
8293,0.251,0.645,0.103,-0.5337
8293,0,1,0,0
8294,0,1,0,0
8295,0,1,0,0
8296,0,1,0,0
8297,0,1,0,0
8297,0,0.881,0.119,0.4019
8298,0,1,0,0
8299,0.157,0.843,0,-0.3818
8300,0,1,0,0
8301,0,1,0,0
8302,0,1,0,0
8303,0.252,0.748,0,-0.4019
8303,0,1,0,0
8304,0,1,0,0
8304,0,0.881,0.119,0.4019
8305,0,1,0,0
8306,0,1,0,0
8307,0,1,0,0
8308,0,1,0,0
8309,0,1,0,0
8310,0,1,0,0
8311,0,1,0,0
8312,0,1,0,0
8313,0,1,0,0
8314,0,1,0,0
8315,0,1,0,0
8316,0,1,0,0
8317,0,1,0,0
8318,0,1,0,0
8319,0,1,0,0
8320,0,1,0,0
8320,0.296,0.463,0.241,-0.1531
8320,0,0.667,0.333,0.25
8320,0,0,0,0
8321,0,1,0,0
8322,0,1,0,0
8323,0,1,0,0
8324,0,1,0,0
8325,0,1,0,0
8326,0,1,0,0
8327,0,1,0,0
8328,0,1,0,0
8329,0,1,0,0
8330,0,1,0,0
8331,0,1,0,0
8332,0,1,0,0
8333,0,1,0,0
8333,0.231,0.769,0,-0.2732
8333,0,0.251,0.749,0.4574
8334,0,1,0,0
8335,0.31,0.69,0,-0.4019
8335,0,1,0,0
8336,0,1,0,0
8337,0,1,0,0
8338,0,1,0,0
8338,0.144,0.856,0,-0.4019
8339,0,1,0,0
8339,0.292,0.708,0,-0.5106
8339,0.583,0.417,0,-0.68
8340,0.345,0.655,0,-0.6997
8340,0,0.678,0.322,0.431
8341,0,1,0,0
8342,0,1,0,0
8343,0,1,0,0
8344,0,1,0,0
8345,0,1,0,0
8346,0.156,0.844,0,-0.3412
8347,0,1,0,0
8348,0,1,0,0
8349,0,1,0,0
8350,0,1,0,0
8351,0,1,0,0
8352,0,1,0,0
8353,0,1,0,0
8354,0,0.857,0.143,0.3612
8355,0,1,0,0
8356,0,1,0,0
8357,0,1,0,0
8358,0,1,0,0
8359,0.045,0.803,0.152,0.5463
8360,0,1,0,0
8361,0,1,0,0
8361,0.292,0.708,0,-0.5106
8361,0.583,0.417,0,-0.68
8362,0,1,0,0
8363,0,1,0,0
8364,0,1,0,0
8365,0,1,0,0
8366,0,1,0,0
8367,0,1,0,0
8368,0,1,0,0
8369,0,1,0,0
8370,0,1,0,0
8371,0,1,0,0
8372,0.149,0.766,0.085,-0.308
8372,0,1,0,0
8373,0,1,0,0
8374,0,1,0,0
8375,0,1,0,0
8376,0,1,0,0
8377,0,1,0,0
8378,0,1,0,0
8379,0,1,0,0
8380,0,1,0,0
8381,0,1,0,0
8382,0,1,0,0
8383,0,1,0,0
8384,0.251,0.645,0.103,-0.5337
8384,0,1,0,0
8385,0,1,0,0
8386,0.182,0.818,0,-0.4164
8387,0,1,0,0
8388,0,1,0,0
8388,0.144,0.856,0,-0.4019
8389,0,1,0,0
8390,0.213,0.787,0,-0.4019
8390,0,0.345,0.655,0.5859
8391,0,1,0,0
8392,0.151,0.797,0.052,-0.5423
8393,0,1,0,0
8393,0.144,0.856,0,-0.4019
8394,0,0.484,0.516,0.4926
8394,0,1,0,0
8395,0,1,0,0
8396,0,1,0,0
8397,0,0,0,0
8397,0,1,0,0
8397,0.242,0.535,0.223,-0.0635
8398,0,1,0,0
8399,0,1,0,0
8399,0.264,0.214,0.521,0.3802
8399,0.357,0.643,0,-0.5147
8400,0,0.871,0.129,0.5256
8401,0,0.426,0.574,0.4003
8401,0,0.251,0.749,0.4574
8401,0,1,0,0
8401,0.293,0.707,0,-0.3595
8402,0,1,0,0
8402,0,0.735,0.265,0.2023
8403,0,1,0,0
8403,0,0.835,0.165,0.4168
8404,0,1,0,0
8405,0,1,0,0
8406,0,1,0,0
8407,0,1,0,0
8408,0,1,0,0
8409,0,1,0,0
8409,0,0.735,0.265,0.2023
8410,0,1,0,0
8411,0,1,0,0
8411,0.333,0.667,0,-0.6124
8412,0.136,0.53,0.333,0.6369
8412,0,1,0,0
8413,0,1,0,0
8414,0,1,0,0
8415,0,1,0,0
8416,0,1,0,0
8417,0,0.87,0.13,0.2714
8417,0,1,0,0
8418,0.097,0.847,0.055,-0.25
8418,0,0.678,0.322,0.2263
8419,0,0.885,0.115,0.0772
8420,0,0.783,0.217,0.3612
8420,0,1,0,0
8420,0,0.444,0.556,0.3612
8421,0,1,0,0
8422,0,0.484,0.516,0.4926
8422,0,1,0,0
8423,0.081,0.919,0,-0.296
8424,0,1,0,0
8425,0,1,0,0
8425,0,0.748,0.252,0.4019
8426,0,1,0,0
8426,0.144,0.856,0,-0.4019
8427,0,0.809,0.191,0.3818
8427,0,1,0,0
8428,0,1,0,0
8428,0,0.71,0.29,0.4754
8429,0.251,0.645,0.103,-0.5337
8429,0,1,0,0
8430,0,1,0,0
8431,0,1,0,0
8432,0,1,0,0
8433,0,1,0,0
8434,0.206,0.794,0,-0.3818
8434,0,1,0,0
8435,0,1,0,0
8436,0.081,0.919,0,-0.296
8437,0,1,0,0
8438,0.081,0.919,0,-0.296
8439,0,1,0,0
8440,0,1,0,0
8441,0,1,0,0
8442,0.139,0.861,0,-0.4404
8442,0,1,0,0
8442,0,0,0,0
8443,0,1,0,0
8444,0,0,1,0.3182
8444,0,1,0,0
8445,0,0.87,0.13,0.2714
8445,0,1,0,0
8446,0.081,0.919,0,-0.296
8447,0,1,0,0
8448,0,1,0,0
8449,0,1,0,0
8450,0.113,0.821,0.067,-0.2263
8451,0,0.58,0.42,0.7003
8452,0,1,0,0
8452,0.268,0.732,0,-0.296
8453,0,1,0,0
8454,0,1,0,0
8455,0,1,0,0
8456,0,1,0,0
8457,0,0.251,0.749,0.4574
8457,0,1,0,0
8457,0,0.748,0.252,0.4019
8458,0,1,0,0
8459,0,1,0,0
8460,0.251,0.645,0.103,-0.5337
8460,0,1,0,0
8461,0.206,0.794,0,-0.3818
8461,0,1,0,0
8462,0.251,0.645,0.103,-0.5337
8462,0,1,0,0
8463,0.251,0.645,0.103,-0.5337
8463,0,1,0,0
8464,0,1,0,0
8465,0.081,0.919,0,-0.296
8466,0,1,0,0
8467,0,1,0,0
8468,0,0.828,0.172,0.4404
8469,0,0.791,0.209,0.4404
8469,0,1,0,0
8470,0,0.863,0.137,0.4019
8471,0,1,0,0
8472,0,1,0,0
8473,0,0.853,0.147,0.5622
8474,0,1,0,0
8475,0,1,0,0
8476,0,1,0,0
8477,0,0.444,0.556,0.3612
8477,0,1,0,0
8478,0,0.729,0.271,0.636
8479,0.194,0.645,0.161,-0.1027
8479,1,0,0,-0.4404
8480,0.251,0.645,0.103,-0.5337
8480,0,1,0,0
8481,0,1,0,0
8482,0,1,0,0
8483,0,1,0,0
8484,0,1,0,0
8484,0.184,0.816,0,-0.3089
8485,0.251,0.645,0.103,-0.5337
8485,0,1,0,0
8486,0,1,0,0
8487,0.251,0.645,0.103,-0.5337
8487,0,1,0,0
8488,0,1,0,0
8489,0,1,0,0
8489,0.184,0.816,0,-0.3089
8490,0.251,0.645,0.103,-0.5337
8490,0,1,0,0
8491,0,1,0,0
8491,0.268,0.732,0,-0.296
8492,0,1,0,0
8493,0.251,0.645,0.103,-0.5337
8493,0,1,0,0
8494,0.122,0.775,0.103,-0.128
8495,0.153,0.847,0,-0.3657
8496,0.098,0.902,0,-0.34
8497,0,1,0,0
8497,0.268,0.732,0,-0.296
8498,0,1,0,0
8499,0,1,0,0
8500,0,1,0,0
8501,0.081,0.919,0,-0.296
8502,0,1,0,0
8503,0,1,0,0
8503,0.184,0.816,0,-0.3089
8504,0,1,0,0
8505,0.081,0.919,0,-0.296
8506,0,1,0,0
8506,0.184,0.816,0,-0.3089
8507,0.081,0.919,0,-0.296
8508,0,0.74,0.26,0.2755
8508,0.128,0.872,0,-0.3595
8509,0.251,0.645,0.103,-0.5337
8509,0,1,0,0
8510,0,0.813,0.188,0.4588
8510,0,1,0,0
8510,0,0.4,0.6,0.4588
8511,0,1,0,0
8512,0,0.776,0.224,0.3818
8512,0,1,0,0
8513,0,1,0,0
8514,0.131,0.757,0.112,-0.128
8515,0,1,0,0
8516,0,0,1,0.3612
8516,0,1,0,0
8517,0,1,0,0
8518,0,1,0,0
8519,0.165,0.779,0.056,-0.5423
8520,0,1,0,0
8521,0.081,0.919,0,-0.296
8522,0,0.87,0.13,0.2714
8522,0,1,0,0
8523,0.251,0.645,0.103,-0.5337
8523,0,1,0,0
8524,0,1,0,0
8524,0.268,0.732,0,-0.296
8525,0,1,0,0
8526,0.251,0.645,0.103,-0.5337
8526,0,1,0,0
8527,0,0.911,0.089,0.1901
8528,0,1,0,0
8528,0.268,0.732,0,-0.296
8529,0.251,0.645,0.103,-0.5337
8529,0,1,0,0
8530,0,1,0,0
8531,0.32,0.68,0,-0.5106
8531,0,1,0,0
8532,0,0.853,0.147,0.5622
8533,0.251,0.645,0.103,-0.5337
8533,0,1,0,0
8534,0,1,0,0
8535,0.081,0.919,0,-0.296
8536,0,1,0,0
8536,0.221,0.604,0.174,-0.1779
8537,0,0.648,0.352,0.5859
8537,0,1,0,0
8538,0,0.888,0.112,0.4404
8539,0,1,0,0
8540,0,1,0,0
8541,0,1,0,0
8541,0.756,0.244,0,-0.4767
8542,0,1,0,0
8543,0.251,0.645,0.103,-0.5337
8543,0,1,0,0
8544,0,1,0,0
8544,0.184,0.816,0,-0.3089
8545,0,0.548,0.452,0.5106
8545,0,0.633,0.367,0.4404
8545,0,1,0,0
8546,0,1,0,0
8547,0,1,0,0
8548,0,1,0,0
8549,0,1,0,0
8550,0.206,0.794,0,-0.3818
8550,0,1,0,0
8551,0.149,0.766,0.085,-0.308
8551,0,1,0,0
8552,0,1,0,0
8553,0.157,0.843,0,-0.3818
8554,0,1,0,0
8555,0,1,0,0
8556,0,1,0,0
8557,0,1,0,0
8558,0,1,0,0
8559,0,1,0,0
8560,0.081,0.919,0,-0.296
8561,0.206,0.794,0,-0.3818
8561,0,1,0,0
8562,0.275,0.612,0.113,-0.5337
8562,0,1,0,0
8563,0,1,0,0
8564,0,1,0,0
8565,0,1,0,0
8566,0.288,0.712,0,-0.7964
8567,0.149,0.766,0.085,-0.308
8567,0,1,0,0
8568,0,1,0,0
8569,0,1,0,0
8570,0,1,0,0
8571,0,1,0,0
8572,0,1,0,0
8573,0,1,0,0
8574,0,1,0,0
8575,0,0.833,0.167,0.5859
8576,0.149,0.766,0.085,-0.308
8576,0,1,0,0
8577,0,1,0,0
8578,0,1,0,0
8579,0,1,0,0
8580,0,1,0,0
8581,0,1,0,0
8582,0.081,0.919,0,-0.296
8583,0,1,0,0
8584,0,1,0,0
8585,0.081,0.919,0,-0.296
8586,0,1,0,0
8587,0,1,0,0
8588,0,1,0,0
8589,0.298,0.702,0,-0.1779
8589,0,1,0,0
8589,0,0.828,0.172,0.3612
8590,0.213,0.787,0,-0.4019
8590,0,1,0,0
8591,0,1,0,0
8592,0.081,0.919,0,-0.296
8593,0,1,0,0
8594,0,1,0,0
8595,0,1,0,0
8596,0,1,0,0
8597,0,1,0,0
8598,0,1,0,0
8598,0,0.734,0.266,0.4404
8599,0,1,0,0
8600,0,1,0,0
8601,0,1,0,0
8602,0,1,0,0
8603,0,1,0,0
8604,0,1,0,0
8605,0,1,0,0
8606,0,1,0,0
8607,0,0.888,0.112,0.4404
8608,0.12,0.88,0,-0.4588
8609,0,1,0,0
8610,0,1,0,0
8611,0,1,0,0
8612,0,1,0,0
8612,0.243,0.467,0.29,0.128
8613,0,1,0,0
8614,0,1,0,0
8614,0.304,0.696,0,-0.5423
8615,0,1,0,0
8616,0,1,0,0
8617,0,1,0,0
8618,0,1,0,0
8619,0,1,0,0
8620,0,1,0,0
8621,0,1,0,0
8622,0,1,0,0
8623,0,1,0,0
8624,0,1,0,0
8625,0,1,0,0
8626,0,1,0,0
8627,0,1,0,0
8628,0,1,0,0
8629,0.081,0.919,0,-0.296
8630,0,1,0,0
8631,0,1,0,0
8632,0,0.888,0.112,0.4404
8633,0,1,0,0
8634,0,1,0,0
8635,0,1,0,0
8636,0.173,0.827,0,-0.4466
8636,0,1,0,0
8637,0,1,0,0
8638,0,1,0,0
8638,0.184,0.816,0,-0.3089
8639,0.081,0.919,0,-0.296
8640,0,1,0,0
8641,0,0.852,0.148,0.2714
8641,0,1,0,0
8642,0,1,0,0
8643,0.206,0.794,0,-0.3818
8643,0,1,0,0
8644,0.075,0.485,0.44,0.93
8645,0.085,0.811,0.104,0.126
8645,0,1,0,0
8646,0,1,0,0
8647,0.081,0.919,0,-0.296
8648,0,1,0,0
8648,0.397,0.603,0,-0.6808
8649,0.206,0.794,0,-0.3818
8649,0,1,0,0
8650,0.194,0.667,0.139,-0.25
8651,0,1,0,0
8652,0,1,0,0
8653,0,0.81,0.19,0.6597
8654,0.145,0.717,0.138,-0.033
8654,0,0.251,0.749,0.4574
8654,0.876,0.124,0,-0.7959
8654,0,1,0,0
8655,0.081,0.919,0,-0.296
8656,0,1,0,0
8656,0.434,0.566,0,-0.3182
8657,0,1,0,0
8658,0,1,0,0
8658,0.184,0.816,0,-0.3089
8659,0,1,0,0
8660,0,1,0,0
8660,0.714,0.286,0,-0.3595
8660,0.428,0.572,0,-0.4574
8661,0,1,0,0
8661,0.184,0.816,0,-0.3089
8662,0.045,0.803,0.152,0.5463
8663,0.149,0.766,0.085,-0.308
8663,0,1,0,0
8664,0,1,0,0
8665,0.606,0.394,0,-0.4717
8665,0,1,0,0
8665,0,0.622,0.378,0.8172
8666,0,1,0,0
8667,0.167,0.833,0,-0.4939
8668,0.206,0.794,0,-0.3818
8668,0,1,0,0
8669,0.145,0.717,0.138,-0.033
8669,0,0.251,0.749,0.4574
8669,0.876,0.124,0,-0.7959
8669,0,1,0,0
8670,0,0.734,0.266,0.7845
8671,0,1,0,0
8672,0.081,0.919,0,-0.296
8673,0.177,0.638,0.184,0.0516
8673,0,1,0,0
8674,0,1,0,0
8675,0,1,0,0
8676,0,1,0,0
8677,0,0.417,0.583,0.4199
8677,0,0.541,0.459,0.7777
8677,0.324,0.676,0,-0.3382
8677,0.444,0.556,0,-0.3382
8678,0.196,0.804,0,-0.4466
8678,0,1,0,0
8679,0.149,0.766,0.085,-0.308
8679,0,1,0,0
8680,0,1,0,0
8680,0.184,0.816,0,-0.3089
8681,0.145,0.717,0.138,-0.033
8681,0,0.251,0.749,0.4574
8681,0.876,0.124,0,-0.7959
8681,0,1,0,0
8682,0.163,0.682,0.155,-0.033
8682,0,0.251,0.749,0.4574
8682,0.876,0.124,0,-0.7959
8682,0,1,0,0
8683,0.098,0.902,0,-0.34
8684,0.106,0.816,0.078,-0.1779
8685,0,1,0,0
8686,0,1,0,0
8687,0,1,0,0
8687,0,0.441,0.559,0.5859
8688,0.045,0.803,0.152,0.5463
8689,0,1,0,0
8690,0.081,0.919,0,-0.296
8691,0.081,0.919,0,-0.296
8692,0.149,0.766,0.085,-0.308
8692,0,1,0,0
8693,0.206,0.794,0,-0.3818
8693,0,1,0,0
8694,0,1,0,0
8694,0.243,0.467,0.29,0.128
8695,0.206,0.794,0,-0.3818
8695,0,1,0,0
8696,0,1,0,0
8696,0.243,0.467,0.29,0.128
8697,0,1,0,0
8698,0.115,0.885,0,-0.296
8698,0.33,0.426,0.245,-0.2023
8698,0,1,0,0
8699,0,1,0,0
8700,0,1,0,0
8701,0,1,0,0
8702,0.081,0.919,0,-0.296
8703,0.206,0.794,0,-0.3818
8703,0,1,0,0
8704,0.139,0.861,0,-0.4404
8704,0,1,0,0
8704,0,0,0,0
8705,0,0.734,0.266,0.7845
8706,0,1,0,0
8706,0,0.778,0.222,0.5719
8707,0.206,0.794,0,-0.3818
8707,0,1,0,0
8708,0,1,0,0
8709,0.128,0.872,0,-0.296
8709,0.33,0.426,0.245,-0.2023
8709,0,1,0,0
8710,0.081,0.919,0,-0.296
8711,0,1,0,0
8712,0.206,0.794,0,-0.3818
8712,0,1,0,0
8713,0,0.861,0.139,0.2732
8713,0,0,1,0.7345
8714,0,1,0,0
8715,0,1,0,0
8716,0,1,0,0
8717,0.149,0.766,0.085,-0.308
8717,0,1,0,0
8718,0,0.734,0.266,0.7845
8719,0,1,0,0
8720,0.206,0.794,0,-0.3818
8720,0,1,0,0
8721,0,1,0,0
8721,0.184,0.816,0,-0.3089
8722,0,1,0,0
8723,0.081,0.919,0,-0.296
8724,0.149,0.766,0.085,-0.308
8724,0,1,0,0
8725,0.206,0.794,0,-0.3818
8725,0,1,0,0
8726,0.149,0.766,0.085,-0.308
8726,0,1,0,0
8727,0.081,0.919,0,-0.296
8728,0.149,0.766,0.085,-0.308
8728,0,1,0,0
8729,0.081,0.919,0,-0.296
8730,0.081,0.919,0,-0.296
8731,0.206,0.794,0,-0.3818
8731,0,1,0,0
8732,0.081,0.919,0,-0.296
8733,0.206,0.794,0,-0.3818
8733,0,1,0,0
8734,0,1,0,0
8735,0.081,0.919,0,-0.296
8736,0,1,0,0
8737,0.206,0.794,0,-0.3818
8737,0,1,0,0
8738,0,1,0,0
8738,0.184,0.816,0,-0.3089
8739,0.081,0.919,0,-0.296
8740,0,1,0,0
8741,0.045,0.803,0.152,0.5463
8742,0.081,0.919,0,-0.296
8743,0.149,0.766,0.085,-0.308
8743,0,1,0,0
8744,0.081,0.919,0,-0.296
8745,0.081,0.919,0,-0.296
8746,0.149,0.766,0.085,-0.308
8746,0,1,0,0
8747,0,1,0,0
8748,0.206,0.794,0,-0.3818
8748,0,1,0,0
8749,0.324,0.511,0.165,-0.7684
8749,0,0,0,0
8750,0.467,0.533,0,-0.5423
8750,0,1,0,0
8751,0.206,0.794,0,-0.3818
8751,0,1,0,0
8752,0,1,0,0
8753,0.081,0.919,0,-0.296
8754,0,1,0,0
8754,0.184,0.816,0,-0.3089
8755,0,1,0,0
8755,0,0.839,0.161,0.3612
8756,0,1,0,0
8757,0,1,0,0
8758,0.081,0.919,0,-0.296
8759,0,1,0,0
8760,0.206,0.794,0,-0.3818
8760,0,1,0,0
8761,0.206,0.794,0,-0.3818
8761,0,1,0,0
8762,0,1,0,0
8763,0.081,0.919,0,-0.296
8764,0.081,0.919,0,-0.296
8765,0.081,0.919,0,-0.296
8766,0,1,0,0
8767,0,1,0,0
8768,0,1,0,0
8769,0.206,0.794,0,-0.3818
8769,0,1,0,0
8770,0.206,0.794,0,-0.3818
8770,0,1,0,0
8771,0.271,0.676,0.053,-0.5423
8772,0.117,0.833,0.049,-0.4215
8773,0.081,0.919,0,-0.296
8774,0.098,0.902,0,-0.34
8775,0.206,0.794,0,-0.3818
8775,0,1,0,0
8776,0.081,0.919,0,-0.296
8777,0,1,0,0
8778,0,1,0,0
8779,0.206,0.794,0,-0.3818
8779,0,1,0,0
8780,0.081,0.919,0,-0.296
8781,0.081,0.919,0,-0.296
8782,0.081,0.919,0,-0.296
8783,0.206,0.794,0,-0.3818
8783,0,1,0,0
8784,0.206,0.794,0,-0.3818
8784,0,1,0,0
8785,0.081,0.919,0,-0.296
8786,0.206,0.794,0,-0.3818
8786,0,1,0,0
8787,0,1,0,0
8788,0.206,0.794,0,-0.3818
8788,0,1,0,0
8789,0.081,0.919,0,-0.296
8790,0.081,0.919,0,-0.296
8791,0.081,0.919,0,-0.296
8792,0.081,0.919,0,-0.296
8793,0.206,0.794,0,-0.3818
8793,0,1,0,0
8794,0,1,0,0
8795,0,1,0,0
8795,0.184,0.816,0,-0.3089
8796,0.081,0.919,0,-0.296
8797,0.206,0.794,0,-0.3818
8797,0,1,0,0
8798,0,1,0,0
8799,0,1,0,0
8799,0.184,0.816,0,-0.3089
8800,0.081,0.919,0,-0.296
8801,0.271,0.676,0.053,-0.5423
8802,0.206,0.794,0,-0.3818
8802,0,1,0,0
8803,0.206,0.794,0,-0.3818
8803,0,1,0,0
8804,0,1,0,0
8805,0,0.804,0.196,0.0572
8805,0,1,0,0
8806,0.206,0.794,0,-0.3818
8806,0,1,0,0
8807,0,1,0,0
8807,0.268,0.732,0,-0.296
8808,0.081,0.919,0,-0.296
8809,0,1,0,0
8810,0.206,0.794,0,-0.3818
8810,0,1,0,0
8811,0.081,0.919,0,-0.296
8812,0,0.839,0.161,0.5622
8813,0,1,0,0
8813,0,0.777,0.223,0.3182
8814,0.206,0.794,0,-0.3818
8814,0,1,0,0
8815,0.081,0.919,0,-0.296
8816,0,0.769,0.231,0.5106
8816,0.285,0.582,0.134,-0.5562
8817,0,0.833,0.167,0.5859
8818,0.206,0.794,0,-0.3818
8818,0,1,0,0
8819,0,0.711,0.289,0.7845
8820,0.172,0.705,0.123,-0.2732
8820,0,1,0,0
8821,0,1,0,0
8822,0,1,0,0
8823,0,1,0,0
8824,0.081,0.919,0,-0.296
8825,0.081,0.919,0,-0.296
8826,0.271,0.676,0.053,-0.5423
8827,0.206,0.794,0,-0.3818
8827,0,1,0,0
8828,0.081,0.919,0,-0.296
8829,0.081,0.919,0,-0.296
8830,0.206,0.794,0,-0.3818
8830,0,1,0,0
8831,0,1,0,0
8831,0.61,0.39,0,-0.4824
8832,0.081,0.919,0,-0.296
8833,0.206,0.794,0,-0.3818
8833,0,1,0,0
8834,0.206,0.794,0,-0.3818
8834,0,1,0,0
8835,0.206,0.794,0,-0.3818
8835,0,1,0,0
8836,0.081,0.919,0,-0.296
8837,0,1,0,0
8838,0.081,0.919,0,-0.296
